,Date,Daily Rainfall Total (mm),Highest 30-min Rainfall (mm),Highest 60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Year
7,8 Jan,0.0,0.0,0.0,0.0,27.6,31.5,25.1,11.9,40.0,2016
8,9 Jan,0.0,0.0,0.0,0.0,27.8,31.3,26.1,11.5,38.5,2016
9,10 Jan,2.4,2.0,2.4,2.4,27.1,30.5,24.1,8.3,37.1,2016
10,11 Jan,0.0,0.0,0.0,0.0,27.4,30.9,25.1,8.6,26.3,2016
11,12 Jan,0.0,0.0,0.0,0.0,27.7,32.3,25.3,9.7,30.2,2016
12,13 Jan,0.0,0.0,0.0,0.0,27.6,31.9,24.6,11.5,36.7,2016
13,14 Jan,0.0,0.0,0.0,0.0,27.5,31.4,25.1,11.9,36.0,2016
14,15 Jan,0.0,0.0,0.0,0.0,27.9,31.9,26.1,12.2,36.4,2016
15,16 Jan,0.0,0.0,0.0,0.0,28.0,31.8,25.9,11.9,29.9,2016
16,17 Jan,0.0,0.0,0.0,0.0,28.1,32.8,25.3,11.5,33.5,2016
17,18 Jan,0.0,0.0,0.0,0.0,28.2,32.6,25.4,12.2,33.8,2016
18,19 Jan,0.0,0.0,0.0,0.0,28.5,32.3,26.3,14.0,34.6,2016
19,20 Jan,0.0,0.0,0.0,0.0,28.4,32.8,24.8,15.5,37.1,2016
20,21 Jan,14.2,4.0,5.6,8.0,26.6,28.0,24.3,12.6,35.6,2016
21,22 Jan,0.0,0.0,0.0,0.0,28.2,32.0,26.3,14.8,36.0,2016
22,23 Jan,0.0,0.0,0.0,0.0,28.2,32.0,25.8,13.3,38.5,2016
23,24 Jan,0.0,0.0,0.0,0.0,28.0,31.8,25.6,14.4,37.1,2016
24,25 Jan,0.0,0.0,0.0,0.0,28.1,32.3,25.1,12.6,31.3,2016
25,26 Jan,0.0,0.0,0.0,0.0,28.3,32.8,25.1,11.9,28.8,2016
26,27 Jan,38.0,16.6,22.2,37.2,27.8,32.2,25.4,10.4,34.6,2016
27,28 Jan,0.0,0.0,0.0,0.0,28.6,32.6,26.0,11.2,31.0,2016
28,29 Jan,18.0,9.6,10.8,14.0,27.0,31.5,23.8,8.3,32.4,2016
29,30 Jan,0.0,0.0,0.0,0.0,27.2,30.6,24.0,10.4,31.3,2016
30,31 Jan,0.0,0.0,0.0,0.0,28.5,32.1,26.5,15.8,37.1,2016
0,1 Dec,0.0,0.0,0.0,0.0,28.3,32.3,25.6,7.6,30.6,2015
1,2 Dec,59.6,27.4,47.2,56.8,26.7,31.2,23.9,6.8,28.4,2015
2,3 Dec,0.0,0.0,0.0,0.0,27.8,30.3,25.7,13.3,35.6,2015
3,4 Dec,0.0,0.0,0.0,0.0,28.2,31.8,26.0,13.3,39.2,2015
4,5 Dec,0.0,0.0,0.0,0.0,27.6,30.2,25.9,10.4,37.4,2015
5,6 Dec,0.0,0.0,0.0,0.0,27.9,31.9,25.3,14.0,37.8,2015
6,7 Dec,0.2,0.2,0.2,0.2,28.0,30.0,25.6,15.8,42.8,2015
7,8 Dec,3.0,2.0,2.2,3.0,26.1,27.3,24.6,10.4,33.5,2015
8,9 Dec,74.2,20.6,26.2,36.8,24.6,27.5,23.1,8.3,28.1,2015
9,10 Dec,22.2,10.2,13.0,14.0,25.0,26.7,23.0,6.1,36.7,2015
10,11 Dec,33.2,9.2,14.0,21.6,24.1,25.8,22.7,7.6,26.6,2015
11,12 Dec,3.4,2.2,3.0,3.4,27.0,31.1,23.6,12.6,35.6,2015
12,13 Dec,64.2,17.2,20.4,24.0,25.1,29.2,23.0,7.6,41.8,2015
13,14 Dec,43.8,9.0,9.2,13.4,24.4,27.0,23.0,5.4,18.4,2015
14,15 Dec,62.8,15.8,23.2,32.8,24.2,25.2,23.4,4.7,22.3,2015
15,16 Dec,0.0,0.0,0.0,0.0,25.9,30.1,23.2,7.2,24.5,2015
16,17 Dec,13.4,5.0,5.6,7.0,25.3,28.5,24.5,5.0,21.6,2015
17,18 Dec,34.8,18.8,20.0,34.2,26.1,31.1,24.0,5.8,27.7,2015
18,19 Dec,0.0,0.0,0.0,0.0,26.8,30.7,24.4,8.3,30.6,2015
19,20 Dec,0.0,0.0,0.0,0.0,27.3,30.9,24.9,9.7,37.4,2015
20,21 Dec,3.9,3.9,3.9,3.9,27.2,30.9,25.4,9.7,31.7,2015
21,22 Dec,0.0,0.0,0.0,0.0,26.9,30.6,24.8,7.9,26.6,2015
22,23 Dec,2.8,2.8,2.8,2.8,27.4,31.7,25.1,9.4,28.8,2015
23,24 Dec,0.0,0.0,0.0,0.0,27.5,31.2,25.4,10.8,34.9,2015
24,25 Dec,0.0,0.0,0.0,0.0,27.5,31.3,25.1,9.4,28.8,2015
25,26 Dec,0.0,0.0,0.0,0.0,27.1,30.3,24.7,10.4,30.2,2015
26,27 Dec,0.0,0.0,0.0,0.0,27.7,31.4,25.1,12.2,33.8,2015
27,28 Dec,0.0,0.0,0.0,0.0,27.7,31.1,25.5,13.3,37.1,2015
28,29 Dec,0.0,0.0,0.0,0.0,27.9,31.6,25.7,13.7,34.6,2015
29,30 Dec,0.0,0.0,0.0,0.0,28.0,31.6,25.5,11.9,32.0,2015
30,31 Dec,0.0,0.0,0.0,0.0,27.8,32.2,25.3,11.5,34.2,2015
0,1 Nov,14.8,14.2,14.6,14.6,27.8,33.4,22.9,7.9,45.4,2015
1,2 Nov,0.0,0.0,0.0,0.0,29.3,33.1,26.2,7.9,33.1,2015
2,3 Nov,0.0,0.0,0.0,0.0,28.3,32.5,26.3,7.2,25.9,2015
3,4 Nov,3.8,3.8,3.8,3.8,28.6,32.1,25.8,5.0,23.8,2015
4,5 Nov,0.0,0.0,0.0,0.0,28.2,32.2,26.1,6.5,32.0,2015
5,6 Nov,0.2,0.2,0.2,0.2,29.4,32.7,26.3,7.9,30.6,2015
6,7 Nov,0.0,0.0,0.0,0.0,29.9,33.5,27.0,9.0,27.4,2015
7,8 Nov,1.4,1.0,1.2,1.4,28.2,32.2,24.0,8.3,39.2,2015
8,9 Nov,0.0,0.0,0.0,0.0,28.2,33.7,25.8,5.8,28.8,2015
9,10 Nov,0.0,0.0,0.0,0.0,28.9,33.6,25.0,6.8,37.4,2015
10,11 Nov,0.0,0.0,0.0,0.0,29.1,32.9,26.9,5.8,28.4,2015
11,12 Nov,0.0,0.0,0.0,0.0,28.7,33.2,26.6,5.0,22.7,2015
12,13 Nov,0.0,0.0,0.0,0.0,29.0,33.4,26.2,6.5,28.4,2015
13,14 Nov,0.0,0.0,0.0,0.0,27.6,30.4,25.9,9.4,32.4,2015
14,15 Nov,1.2,1.2,1.2,1.2,27.2,30.6,24.7,5.8,24.1,2015
15,16 Nov,0.0,0.0,0.0,0.0,28.4,33.1,25.9,7.9,27.4,2015
16,17 Nov,0.0,0.0,0.0,0.0,29.0,34.4,25.5,8.3,37.4,2015
17,18 Nov,0.2,0.2,0.2,0.2,28.4,34.0,25.9,7.6,33.5,2015
18,19 Nov,0.0,0.0,0.0,0.0,28.0,32.1,26.1,7.2,29.5,2015
19,20 Nov,4.0,2.4,2.4,2.6,26.3,29.1,24.7,6.1,29.9,2015
20,21 Nov,0.8,0.4,0.6,0.8,26.5,30.8,25.2,6.1,24.5,2015
21,22 Nov,0.4,0.4,0.4,0.4,26.4,31.5,24.9,6.5,31.0,2015
22,23 Nov,0.4,0.2,0.4,0.4,26.7,30.6,24.6,8.3,28.8,2015
23,24 Nov,16.6,15.8,16.2,16.4,26.6,32.8,24.2,6.5,27.0,2015
24,25 Nov,0.0,0.0,0.0,0.0,27.8,32.6,24.7,5.8,29.9,2015
25,26 Nov,0.0,0.0,0.0,0.0,28.5,33.0,25.7,10.4,34.9,2015
26,27 Nov,1.8,1.6,1.6,1.6,27.5,31.5,25.4,7.2,31.3,2015
27,28 Nov,9.0,9.0,9.0,9.2,27.8,31.4,25.3,7.6,27.4,2015
28,29 Nov,73.4,36.0,48.8,55.6,26.5,32.0,24.0,6.1,31.3,2015
29,30 Nov,9.4,8.8,9.4,9.4,27.6,32.1,25.0,6.8,28.1,2015
0,1 Oct,1.6,1.2,1.2,1.2,28.0,32.2,25.4,7.6,40.0,2015
1,2 Oct,4.0,1.0,1.8,2.6,26.4,31.2,22.9,6.5,37.1,2015
2,3 Oct,0.0,0.0,0.0,0.0,27.2,31.5,23.8,9.0,29.5,2015
3,4 Oct,0.8,0.8,0.8,0.8,28.1,32.3,25.8,10.1,26.6,2015
4,5 Oct,0.6,0.6,0.6,0.6,28.6,33.9,24.9,14.4,40.0,2015
5,6 Oct,7.6,6.8,7.6,7.6,27.9,33.7,24.5,8.3,51.8,2015
6,7 Oct,12.4,6.8,8.6,9.0,27.3,33.2,23.6,7.9,31.3,2015
7,8 Oct,0.0,0.0,0.0,0.0,27.9,32.1,24.7,6.5,35.6,2015
8,9 Oct,0.0,0.0,0.0,0.0,28.0,32.5,25.6,6.5,27.4,2015
9,10 Oct,0.0,0.0,0.0,0.0,28.6,33.3,25.5,6.5,38.2,2015
10,11 Oct,0.0,0.0,0.0,0.0,28.9,33.8,25.3,10.1,36.7,2015
11,12 Oct,0.2,0.2,0.2,0.2,28.7,33.6,26.4,7.2,36.7,2015
12,13 Oct,0.0,0.0,0.0,0.0,28.9,33.8,25.9,10.8,36.0,2015
13,14 Oct,0.0,0.0,0.0,0.0,29.2,34.4,26.5,9.7,43.6,2015
14,15 Oct,0.0,0.0,0.0,0.0,28.9,33.2,26.0,7.6,28.1,2015
15,16 Oct,1.6,1.4,1.6,1.6,29.0,33.2,26.5,9.0,34.9,2015
16,17 Oct,0.2,0.2,0.2,0.2,28.8,34.0,26.3,7.6,38.5,2015
17,18 Oct,0.0,0.0,0.0,0.0,28.5,31.8,26.1,8.3,48.6,2015
18,19 Oct,0.0,0.0,0.0,0.0,29.2,33.6,26.8,9.7,42.8,2015
19,20 Oct,6.2,2.6,2.8,2.8,28.5,32.9,26.3,9.0,31.0,2015
20,21 Oct,0.0,0.0,0.0,0.0,28.5,32.6,26.1,7.2,35.3,2015
21,22 Oct,28.8,14.2,14.4,14.6,26.5,29.2,23.9,5.4,24.5,2015
22,23 Oct,0.6,0.2,0.4,0.6,27.4,32.0,24.7,5.4,29.9,2015
23,24 Oct,0.0,0.0,0.0,0.0,28.1,32.5,25.9,7.6,28.4,2015
24,25 Oct,0.0,0.0,0.0,0.0,29.4,33.3,26.5,7.9,29.5,2015
25,26 Oct,4.8,3.6,4.0,4.4,27.3,33.0,23.8,5.0,28.8,2015
26,27 Oct,92.2,49.8,69.8,85.6,27.2,32.8,23.1,6.1,36.4,2015
27,28 Oct,15.2,8.0,8.6,12.0,26.1,30.4,24.3,5.4,20.9,2015
28,29 Oct,0.0,0.0,0.0,0.0,28.5,32.5,24.8,6.5,28.1,2015
29,30 Oct,0.0,0.0,0.0,0.0,28.3,32.5,26.4,6.5,40.7,2015
30,31 Oct,0.0,0.0,0.0,0.0,28.4,32.1,26.4,5.0,24.1,2015
0,1 Sep,0.0,0.0,0.0,0.0,29.3,33.1,26.7,11.5,29.5,2015
1,2 Sep,0.0,0.0,0.0,0.0,29.7,33.8,27.3,16.9,41.8,2015
2,3 Sep,0.0,0.0,0.0,0.0,29.5,32.6,27.6,14.4,35.3,2015
3,4 Sep,0.0,0.0,0.0,0.0,29.3,33.5,24.7,13.3,31.7,2015
4,5 Sep,0.0,0.0,0.0,0.0,29.4,33.3,27.3,16.6,39.6,2015
5,6 Sep,0.0,0.0,0.0,0.0,29.3,33.4,27.0,15.8,35.3,2015
6,7 Sep,0.0,0.0,0.0,0.0,29.5,33.7,27.2,18.4,41.0,2015
7,8 Sep,0.0,0.0,0.0,0.0,29.4,33.2,27.1,16.9,42.5,2015
8,9 Sep,0.0,0.0,0.0,0.0,29.5,33.6,27.2,14.8,33.1,2015
9,10 Sep,0.0,0.0,0.0,0.0,29.3,33.7,27.3,16.9,34.9,2015
10,11 Sep,0.0,0.0,0.0,0.0,29.4,33.8,27.0,13.3,31.7,2015
11,12 Sep,0.0,0.0,0.0,0.0,29.4,33.8,27.0,13.3,41.0,2015
12,13 Sep,0.0,0.0,0.0,0.0,29.3,32.7,27.1,12.2,29.9,2015
13,14 Sep,0.0,0.0,0.0,0.0,28.6,30.5,27.1,11.5,31.0,2015
14,15 Sep,0.0,0.0,0.0,0.0,28.9,32.3,27.3,15.8,34.2,2015
15,16 Sep,0.0,0.0,0.0,0.0,29.0,32.3,26.8,11.9,30.2,2015
16,17 Sep,0.0,0.0,0.0,0.0,29.2,32.5,27.0,13.7,31.0,2015
17,18 Sep,0.0,0.0,0.0,0.0,29.3,33.2,27.5,18.4,40.0,2015
18,19 Sep,0.0,0.0,0.0,0.0,29.4,33.1,27.4,18.7,46.1,2015
19,20 Sep,0.0,0.0,0.0,0.0,29.1,32.9,27.2,14.8,38.9,2015
20,21 Sep,0.0,0.0,0.0,0.0,29.4,33.9,26.4,16.6,38.5,2015
21,22 Sep,0.0,0.0,0.0,0.0,29.3,33.9,26.7,16.6,36.7,2015
22,23 Sep,3.8,3.8,3.8,3.8,28.3,31.1,25.3,14.0,47.2,2015
23,24 Sep,1.2,1.2,1.2,1.2,29.0,34.1,25.8,9.7,33.1,2015
24,25 Sep,16.4,11.4,14.4,15.8,26.8,30.9,22.9,5.4,29.5,2015
25,26 Sep,0.0,0.0,0.0,0.0,28.5,33.5,25.4,9.0,31.0,2015
26,27 Sep,0.0,0.0,0.0,0.0,29.2,34.1,26.8,9.7,30.6,2015
27,28 Sep,0.0,0.0,0.0,0.0,28.9,34.3,26.0,7.6,29.5,2015
28,29 Sep,0.0,0.0,0.0,0.0,28.4,33.3,26.5,6.8,41.4,2015
29,30 Sep,1.4,0.6,0.8,1.0,27.5,31.3,25.1,6.8,34.2,2015
0,1 Aug,0.0,0.0,0.0,0.0,29.4,32.9,26.7,12.2,34.2,2015
1,2 Aug,0.0,0.0,0.0,0.0,29.5,33.0,27.5,15.1,36.0,2015
2,3 Aug,0.0,0.0,0.0,0.0,29.3,33.1,27.7,14.8,34.6,2015
3,4 Aug,0.0,0.0,0.0,0.0,29.4,32.6,27.6,15.5,35.3,2015
4,5 Aug,0.0,0.0,0.0,0.0,29.3,32.5,27.6,15.5,36.4,2015
5,6 Aug,1.6,1.2,1.6,1.6,29.1,31.9,27.6,15.8,38.2,2015
6,7 Aug,2.4,2.0,2.2,2.4,28.7,31.9,27.2,16.2,36.4,2015
7,8 Aug,0.0,0.0,0.0,0.0,29.2,32.2,27.3,15.1,35.3,2015
8,9 Aug,0.0,0.0,0.0,0.0,29.2,32.1,27.4,15.5,40.7,2015
9,10 Aug,0.0,0.0,0.0,0.0,29.2,32.3,27.7,18.7,40.7,2015
10,11 Aug,0.0,0.0,0.0,0.0,29.6,32.9,27.7,15.5,36.4,2015
11,12 Aug,0.0,0.0,0.0,0.0,29.8,33.2,27.8,16.2,37.1,2015
12,13 Aug,0.0,0.0,0.0,0.0,29.5,32.8,27.5,16.9,40.0,2015
13,14 Aug,0.0,0.0,0.0,0.0,29.3,33.2,27.4,15.1,38.2,2015
14,15 Aug,0.0,0.0,0.0,0.0,29.5,33.3,27.2,13.0,35.3,2015
15,16 Aug,0.0,0.0,0.0,0.0,29.8,33.2,27.7,15.5,36.4,2015
16,17 Aug,0.0,0.0,0.0,0.0,29.5,33.3,27.6,18.7,42.5,2015
17,18 Aug,0.0,0.0,0.0,0.0,29.7,33.3,27.8,18.4,42.1,2015
18,19 Aug,0.0,0.0,0.0,0.0,29.5,33.4,27.2,13.3,32.0,2015
19,20 Aug,0.0,0.0,0.0,0.0,29.5,33.5,27.4,20.2,43.2,2015
20,21 Aug,0.0,0.0,0.0,0.0,29.4,32.6,27.7,16.2,44.3,2015
21,22 Aug,0.0,0.0,0.0,0.0,29.4,33.5,27.3,15.1,37.8,2015
22,23 Aug,0.0,0.0,0.0,0.0,29.6,34.0,27.6,18.0,44.3,2015
23,24 Aug,0.0,0.0,0.0,0.0,29.4,33.4,27.1,16.2,37.4,2015
24,25 Aug,3.8,3.2,3.8,3.8,28.5,32.9,25.7,10.4,33.1,2015
25,26 Aug,2.2,1.6,1.6,1.6,27.8,33.2,24.5,9.7,40.7,2015
26,27 Aug,1.2,0.6,0.6,1.2,27.0,30.8,25.7,6.8,28.4,2015
27,28 Aug,0.6,0.4,0.4,0.6,26.8,27.9,25.3,7.6,26.3,2015
28,29 Aug,0.0,0.0,0.0,0.0,28.9,32.5,26.4,15.1,36.4,2015
29,30 Aug,0.0,0.0,0.0,0.0,28.9,31.7,26.7,14.8,43.6,2015
30,31 Aug,0.0,0.0,0.0,0.0,29.1,33.2,27.1,17.3,37.8,2015
0,1 Jul,0.0,0.0,0.0,0.0,29.4,32.1,27.7,14.8,36.0,2015
1,2 Jul,0.0,0.0,0.0,0.0,29.7,32.3,27.9,13.0,33.8,2015
2,3 Jul,0.2,0.2,0.2,0.2,28.7,31.0,26.9,9.7,28.4,2015
3,4 Jul,0.0,0.0,0.0,0.0,29.3,32.3,27.3,11.2,27.7,2015
4,5 Jul,0.0,0.0,0.0,0.0,29.5,32.8,27.8,15.5,42.5,2015
5,6 Jul,0.2,0.2,0.2,0.2,29.3,33.2,26.8,11.5,36.7,2015
6,7 Jul,0.0,0.0,0.0,0.0,28.9,31.6,27.4,8.3,27.4,2015
7,8 Jul,1.2,1.2,1.4,1.4,28.2,31.9,25.9,7.2,42.1,2015
8,9 Jul,0.6,0.4,0.4,0.6,27.9,30.1,24.8,8.3,32.4,2015
9,10 Jul,0.0,0.0,0.0,0.0,29.4,32.1,27.6,18.4,34.2,2015
10,11 Jul,0.0,0.0,0.0,0.0,29.6,32.9,27.5,16.6,34.6,2015
11,12 Jul,0.0,0.0,0.0,0.0,29.2,32.6,27.4,13.0,36.7,2015
12,13 Jul,0.0,0.0,0.0,0.0,29.4,32.6,27.1,14.4,38.5,2015
13,14 Jul,0.0,0.0,0.0,0.0,29.7,32.7,28.0,14.4,30.2,2015
14,15 Jul,2.0,1.8,2.0,2.0,27.2,28.7,23.9,9.0,42.5,2015
15,16 Jul,0.6,0.6,0.6,0.6,28.7,31.3,26.5,14.8,40.0,2015
16,17 Jul,0.0,0.0,0.0,0.0,29.1,31.8,26.9,15.8,34.6,2015
17,18 Jul,0.0,0.0,0.0,0.0,29.3,32.6,27.2,17.3,44.6,2015
18,19 Jul,0.0,0.0,0.0,0.0,29.2,32.6,27.3,15.1,37.4,2015
19,20 Jul,0.0,0.0,0.0,0.0,29.4,32.7,27.3,13.3,30.6,2015
20,21 Jul,0.0,0.0,0.0,0.0,28.8,32.3,27.0,7.2,31.3,2015
21,22 Jul,0.0,0.0,0.0,0.0,28.4,32.0,27.2,9.4,32.4,2015
22,23 Jul,6.6,4.0,5.4,6.4,27.6,31.2,24.2,8.6,33.8,2015
23,24 Jul,0.0,0.0,0.0,0.0,28.9,31.6,26.6,11.5,35.6,2015
24,25 Jul,0.0,0.0,0.0,0.0,29.1,31.7,27.1,8.6,29.2,2015
25,26 Jul,0.0,0.0,0.0,0.0,29.1,33.0,26.3,13.0,33.8,2015
26,27 Jul,0.0,0.0,0.0,0.0,29.3,32.9,26.9,13.3,32.8,2015
27,28 Jul,0.8,0.6,0.6,0.8,29.0,31.8,26.9,14.0,39.2,2015
28,29 Jul,0.0,0.0,0.0,0.0,29.7,33.4,27.4,13.7,32.4,2015
29,30 Jul,0.0,0.0,0.0,0.0,29.4,32.4,27.3,15.5,37.8,2015
30,31 Jul,0.0,0.0,0.0,0.0,29.4,32.6,27.4,15.5,47.2,2015
0,1 Jun,0.0,0.0,0.0,0.0,28.3,32.3,26.7,6.8,31.7,2015
1,2 Jun,13.6,10.4,12.2,13.0,28.6,32.8,25.8,6.5,26.3,2015
2,3 Jun,37.6,15.2,18.6,28.6,26.9,31.4,24.2,6.1,27.7,2015
3,4 Jun,0.0,0.0,0.0,0.0,28.3,31.1,25.5,8.6,27.4,2015
4,5 Jun,0.0,0.0,0.0,0.0,29.4,32.6,27.8,8.6,29.5,2015
5,6 Jun,4.0,1.0,1.6,2.6,27.1,29.0,25.2,6.8,32.0,2015
6,7 Jun,10.6,6.0,8.2,9.0,26.1,27.5,24.4,6.5,31.3,2015
7,8 Jun,0.6,0.2,0.4,0.4,27.4,29.8,25.6,6.8,23.0,2015
8,9 Jun,0.2,0.4,0.4,0.4,28.9,32.0,26.9,9.0,37.8,2015
9,10 Jun,0.0,0.0,0.0,0.0,30.0,33.0,27.9,12.2,32.8,2015
10,11 Jun,0.0,0.0,0.0,0.0,29.9,32.9,26.9,11.9,34.2,2015
11,12 Jun,18.2,10.4,13.2,14.6,27.2,29.7,23.6,7.9,30.6,2015
12,13 Jun,2.8,0.8,1.4,2.0,28.7,30.6,27.0,10.8,36.7,2015
13,14 Jun,5.0,4.0,4.4,4.4,28.9,32.1,26.8,7.9,26.3,2015
14,15 Jun,0.0,0.0,0.0,0.0,28.7,31.8,26.8,6.8,28.1,2015
15,16 Jun,0.0,0.0,0.0,0.0,29.3,32.2,27.3,8.6,34.2,2015
16,17 Jun,0.0,0.0,0.0,0.0,29.2,31.4,27.7,10.1,29.9,2015
17,18 Jun,9.8,4.6,5.0,5.4,27.1,28.6,25.0,6.5,26.6,2015
18,19 Jun,1.4,1.2,1.2,1.2,27.9,29.5,26.2,6.1,24.1,2015
19,20 Jun,4.4,2.6,3.6,4.0,28.6,32.4,25.2,9.4,42.1,2015
20,21 Jun,28.0,21.2,27.4,28.0,27.8,31.7,24.7,6.8,30.2,2015
21,22 Jun,18.6,8.8,16.4,17.4,26.8,30.1,23.3,6.5,57.6,2015
22,23 Jun,0.0,0.0,0.0,0.0,28.6,31.9,25.5,7.9,27.4,2015
23,24 Jun,0.6,0.6,0.6,0.6,28.9,32.5,25.7,11.2,34.6,2015
24,25 Jun,0.0,0.0,0.0,0.0,29.5,32.1,27.6,15.8,36.7,2015
25,26 Jun,0.0,0.0,0.0,0.0,28.3,31.2,27.1,8.6,43.2,2015
26,27 Jun,0.0,0.0,0.0,0.0,29.2,32.2,26.7,9.7,34.2,2015
27,28 Jun,0.0,0.0,0.0,0.0,29.6,32.2,27.8,14.4,33.5,2015
28,29 Jun,18.4,15.2,16.2,16.8,28.6,32.0,23.9,13.0,41.8,2015
29,30 Jun,0.0,0.0,0.0,0.0,28.8,30.9,27.3,10.1,28.8,2015
0,1 May,0.0,0.0,0.0,0.0,29.4,32.6,26.6,5.0,19.4,2015
1,2 May,3.8,3.8,3.8,3.8,28.9,32.9,25.6,5.4,25.6,2015
2,3 May,0.0,0.0,0.0,0.0,29.4,34.3,27.2,6.8,27.0,2015
3,4 May,0.2,0.2,0.2,0.2,29.2,33.0,27.3,5.8,34.2,2015
4,5 May,3.2,3.2,3.2,3.2,29.0,32.8,26.1,7.9,34.9,2015
5,6 May,0.0,0.0,0.0,0.0,30.7,34.6,27.8,9.4,35.6,2015
6,7 May,0.0,0.0,0.0,0.0,30.3,34.0,28.0,6.8,26.6,2015
7,8 May,15.4,7.4,7.4,9.8,27.4,30.8,22.9,5.8,52.6,2015
8,9 May,0.0,0.0,0.0,0.0,30.0,34.1,26.7,5.8,26.3,2015
9,10 May,5.6,4.0,4.0,4.0,29.5,34.7,24.3,6.5,43.9,2015
10,11 May,11.0,10.8,11.0,11.0,28.7,31.7,24.7,5.0,26.6,2015
11,12 May,0.0,0.0,0.0,0.0,29.6,33.1,26.9,4.3,22.7,2015
12,13 May,0.0,0.0,0.0,0.0,29.4,32.5,27.2,6.5,41.0,2015
13,14 May,0.2,0.2,0.2,0.2,29.5,33.1,26.7,9.0,37.8,2015
14,15 May,0.8,0.8,0.8,0.8,29.5,33.0,26.7,8.6,32.4,2015
15,16 May,0.0,0.0,0.0,0.0,29.2,32.3,26.9,5.4,26.6,2015
16,17 May,17.2,0.6,1.0,1.4,28.3,31.4,22.8,6.1,26.3,2015
17,18 May,0.0,0.0,0.0,0.0,29.1,31.5,26.9,7.9,27.7,2015
18,19 May,0.2,0.2,0.2,0.2,28.2,30.9,25.8,6.1,39.2,2015
19,20 May,0.0,0.0,0.0,0.0,29.0,31.7,26.7,8.3,34.9,2015
20,21 May,6.0,6.0,6.0,6.0,28.4,32.7,26.1,6.5,28.8,2015
21,22 May,0.0,0.0,0.0,0.0,28.4,31.5,26.4,5.8,35.6,2015
22,23 May,0.0,0.0,0.0,0.0,29.6,33.0,26.9,9.0,33.8,2015
23,24 May,0.0,0.0,0.0,0.0,30.1,33.5,28.1,9.7,33.5,2015
24,25 May,0.0,0.0,0.0,0.0,29.5,32.1,27.8,9.4,32.8,2015
25,26 May,0.0,0.0,0.0,0.0,29.9,33.2,27.4,10.1,33.1,2015
26,27 May,0.0,0.0,0.0,0.0,29.7,33.0,27.7,13.3,41.0,2015
27,28 May,0.0,0.0,0.0,0.0,30.1,32.9,28.4,15.5,43.9,2015
28,29 May,0.0,0.0,0.0,0.0,29.9,32.6,27.5,9.7,28.4,2015
29,30 May,5.0,1.8,3.4,4.0,28.2,31.9,25.2,6.5,29.5,2015
30,31 May,0.4,0.4,0.4,0.4,29.0,32.7,26.5,7.9,35.3,2015
0,1 Apr,26.0,8.8,14.2,21.0,27.2,31.6,24.0,5.0,31.7,2015
1,2 Apr,0.0,0.0,0.0,0.0,28.1,32.2,25.5,6.5,25.6,2015
2,3 Apr,31.0,12.0,22.6,27.4,26.7,31.0,22.7,5.8,31.0,2015
3,4 Apr,0.0,0.0,0.0,0.0,28.5,33.7,25.0,9.4,36.7,2015
4,5 Apr,0.0,0.0,0.0,0.0,28.9,33.3,26.1,9.7,30.2,2015
5,6 Apr,0.0,0.0,0.0,0.0,28.6,32.9,25.4,9.4,33.8,2015
6,7 Apr,0.0,0.0,0.0,0.0,28.8,32.9,25.3,9.7,29.9,2015
7,8 Apr,0.0,0.0,0.0,0.0,29.0,32.8,26.0,10.4,29.5,2015
8,9 Apr,0.0,0.0,0.0,0.0,29.3,33.4,26.8,9.0,29.5,2015
9,10 Apr,6.0,5.6,6.0,6.0,28.2,32.6,25.3,5.8,28.1,2015
10,11 Apr,31.2,29.4,30.6,30.6,27.4,31.6,23.6,5.0,29.5,2015
11,12 Apr,0.0,0.0,0.0,0.0,28.5,32.0,25.6,5.8,22.7,2015
12,13 Apr,0.0,0.0,0.0,0.0,29.2,32.6,26.4,8.6,32.4,2015
13,14 Apr,0.0,0.0,0.0,0.0,28.8,32.0,26.6,10.1,40.7,2015
14,15 Apr,0.2,0.2,0.2,0.2,29.1,33.4,26.2,9.0,36.7,2015
15,16 Apr,0.0,0.0,0.0,0.0,29.9,33.3,27.1,11.2,32.8,2015
16,17 Apr,0.0,0.0,0.0,0.0,30.1,33.8,27.8,9.4,30.2,2015
17,18 Apr,0.0,0.0,0.0,0.0,30.0,33.9,27.3,9.7,29.9,2015
18,19 Apr,0.0,0.0,0.0,0.0,29.0,34.5,26.0,7.6,37.8,2015
19,20 Apr,21.2,16.0,19.0,19.2,27.7,30.7,25.0,5.0,37.1,2015
20,21 Apr,0.0,0.0,0.0,0.0,29.7,33.7,26.9,10.1,34.2,2015
21,22 Apr,0.0,0.0,0.0,0.0,29.2,32.9,27.5,7.2,28.8,2015
22,23 Apr,0.0,0.0,0.0,0.0,28.7,33.2,26.6,6.1,27.7,2015
23,24 Apr,0.0,0.0,0.0,0.0,28.9,31.7,26.9,4.7,21.2,2015
24,25 Apr,0.0,0.0,0.0,0.0,29.2,33.2,27.4,5.4,25.6,2015
25,26 Apr,52.4,19.4,32.0,45.0,26.3,29.9,24.0,4.7,28.4,2015
26,27 Apr,6.2,1.8,3.0,3.8,27.6,30.7,25.2,5.4,24.5,2015
